,CustomerKey,BirthDate,YearlyIncome,TotalChildren,EnglishEducation,EnglishOccupation,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
9481,20481,3/7/1962,40000,3,High School,Skilled Manual,2,2-5 Miles,53,1
9482,20482,4/22/1962,70000,1,Bachelors,Professional,1,2-5 Miles,53,1
9483,20483,3/10/1962,70000,1,Partial College,Skilled Manual,1,2-5 Miles,53,1
9484,20484,2/22/1942,50000,4,Bachelors,Management,2,1-2 Miles,73,1
9485,20485,7/15/1942,50000,4,Bachelors,Management,2,10+ Miles,73,0
9486,20486,9/10/1942,60000,3,Graduate Degree,Management,2,10+ Miles,73,0
9487,20487,3/4/1942,60000,3,Graduate Degree,Management,2,10+ Miles,73,0
9488,20488,3/15/1942,60000,3,Graduate Degree,Management,2,10+ Miles,73,0
9489,20489,10/8/1942,70000,5,Bachelors,Management,2,10+ Miles,72,0
9490,20490,4/2/1943,60000,3,Graduate Degree,Management,2,10+ Miles,72,0
9491,20491,1/11/1943,70000,5,Bachelors,Management,2,10+ Miles,72,0
9492,20492,2/13/1943,70000,5,Bachelors,Management,2,1-2 Miles,72,0
9493,20493,2/11/1943,70000,5,Bachelors,Management,2,1-2 Miles,72,0
9494,20494,6/14/1943,80000,5,Bachelors,Management,2,5-10 Miles,72,0
9495,20495,9/11/1943,80000,5,Bachelors,Management,2,1-2 Miles,72,1
9496,20496,9/4/1943,90000,5,Bachelors,Management,2,1-2 Miles,72,1
9497,20497,3/4/1944,30000,5,Partial High School,Clerical,2,1-2 Miles,71,0
9498,20498,5/11/1944,40000,4,High School,Professional,2,10+ Miles,71,0
9499,20499,12/24/1944,40000,4,High School,Professional,2,10+ Miles,70,0
9500,20500,4/26/1944,40000,4,High School,Professional,2,10+ Miles,71,0
9501,20501,9/16/1944,70000,4,Bachelors,Management,2,1-2 Miles,70,0
9502,20502,4/26/1944,70000,4,Bachelors,Management,2,10+ Miles,71,0
9503,20503,3/3/1945,40000,4,High School,Professional,2,2-5 Miles,70,0
9504,20504,9/6/1945,40000,5,High School,Professional,2,2-5 Miles,70,0
9505,20505,5/10/1945,40000,5,High School,Professional,2,10+ Miles,70,0
9506,20506,4/15/1945,40000,5,High School,Professional,2,10+ Miles,70,0
9507,20507,2/15/1945,70000,4,Bachelors,Management,2,2-5 Miles,70,0
9508,20508,10/7/1945,70000,5,Bachelors,Management,2,10+ Miles,69,0
9509,20509,4/21/1945,70000,5,Bachelors,Management,2,10+ Miles,70,0
9510,20510,11/8/1946,60000,4,Bachelors,Management,2,2-5 Miles,68,0
9511,20511,10/19/1946,60000,4,Bachelors,Management,2,10+ Miles,68,0
9512,20512,3/9/1947,70000,2,Partial College,Professional,1,2-5 Miles,68,0
9513,20513,2/3/1947,70000,2,Partial College,Professional,1,10+ Miles,68,0
9514,20514,5/4/1947,70000,2,Partial College,Professional,1,2-5 Miles,68,0
9515,20515,3/27/1947,70000,2,Partial College,Professional,1,10+ Miles,68,0
9516,20516,8/2/1947,70000,2,Partial College,Professional,1,10+ Miles,68,0
9517,20517,12/11/1947,70000,2,Partial College,Professional,1,10+ Miles,67,0
9518,20518,10/24/1947,70000,2,Partial College,Professional,1,10+ Miles,67,0
9519,20519,2/20/1948,40000,2,High School,Professional,2,2-5 Miles,67,0
9520,20520,6/11/1948,40000,2,High School,Professional,2,10+ Miles,67,0
9521,20521,7/14/1948,40000,2,High School,Professional,2,2-5 Miles,67,0
9522,20522,12/8/1948,60000,2,Bachelors,Management,0,10+ Miles,66,0
9523,20523,5/11/1948,60000,2,Bachelors,Management,0,10+ Miles,67,0
9524,20524,4/5/1949,60000,2,Partial College,Professional,2,10+ Miles,66,0
9525,20525,8/22/1949,60000,2,Bachelors,Management,0,2-5 Miles,66,1
9526,20526,5/27/1949,60000,2,Partial College,Professional,0,10+ Miles,66,1
9527,20527,3/18/1949,70000,4,Partial College,Professional,2,1-2 Miles,66,1
9528,20528,10/5/1950,40000,2,Partial High School,Skilled Manual,2,2-5 Miles,64,0
9529,20529,11/27/1950,60000,2,Partial College,Professional,2,2-5 Miles,64,1
9530,20530,4/3/1950,60000,2,High School,Professional,2,10+ Miles,65,0
9531,20531,3/25/1950,60000,2,Partial College,Professional,1,10+ Miles,65,0
9532,20532,4/23/1950,60000,2,Partial College,Professional,1,10+ Miles,65,0
9533,20533,9/7/1950,60000,2,Partial College,Professional,1,2-5 Miles,65,0
9534,20534,3/13/1950,60000,2,Partial College,Professional,1,2-5 Miles,65,0
9535,20535,2/12/1950,70000,4,Partial College,Professional,1,10+ Miles,65,0
9536,20536,2/10/1950,80000,3,Bachelors,Management,1,5-10 Miles,65,0
9537,20537,5/15/1950,80000,3,Bachelors,Management,1,5-10 Miles,65,0
9538,20538,8/16/1951,60000,2,Partial College,Professional,1,2-5 Miles,64,0
9539,20539,9/21/1951,60000,2,Partial College,Professional,1,10+ Miles,63,0
9540,20540,6/21/1951,60000,2,Partial College,Professional,1,2-5 Miles,64,0
9541,20541,9/2/1951,60000,2,Partial College,Professional,2,2-5 Miles,64,1
9542,20542,5/8/1951,60000,2,Partial College,Professional,2,10+ Miles,64,0
9543,20543,2/16/1951,70000,4,Partial College,Professional,2,2-5 Miles,64,1
9544,20544,10/26/1952,70000,2,Partial High School,Skilled Manual,2,2-5 Miles,62,1
9545,20545,8/21/1952,70000,2,Partial High School,Skilled Manual,3,2-5 Miles,63,1
9546,20546,10/26/1952,60000,2,High School,Professional,2,2-5 Miles,62,1
9547,20547,9/7/1953,70000,4,Partial College,Professional,1,2-5 Miles,62,0
9548,20548,11/2/1957,120000,2,High School,Professional,4,5-10 Miles,57,1
9549,20549,5/9/1957,130000,2,Partial College,Professional,2,5-10 Miles,58,1
9550,20550,12/20/1957,150000,1,Partial College,Professional,3,5-10 Miles,57,0
9551,20551,5/8/1957,150000,2,High School,Professional,4,0-1 Miles,58,0
9552,20552,2/20/1957,150000,2,High School,Professional,3,0-1 Miles,58,1
9553,20553,11/24/1956,100000,2,Partial College,Professional,4,5-10 Miles,58,1
9554,20554,3/14/1956,120000,3,High School,Professional,4,5-10 Miles,59,0
9555,20555,9/12/1956,120000,3,High School,Professional,4,5-10 Miles,59,1
9556,20556,12/2/1956,120000,3,High School,Professional,4,5-10 Miles,58,1
9557,20557,8/15/1956,120000,3,High School,Professional,4,5-10 Miles,59,0
9558,20558,6/3/1956,170000,3,Partial College,Professional,4,5-10 Miles,59,1
9559,20559,10/20/1955,110000,3,Partial College,Professional,4,10+ Miles,59,0
9560,20560,12/9/1955,110000,3,Partial College,Professional,4,5-10 Miles,59,1
9561,20561,5/23/1955,130000,3,Partial College,Professional,3,0-1 Miles,60,1
9562,20562,9/13/1955,130000,3,Partial College,Professional,3,5-10 Miles,59,1
9563,20563,8/25/1944,110000,3,Bachelors,Management,4,10+ Miles,71,0
9564,20564,10/28/1944,130000,3,Bachelors,Management,3,0-1 Miles,70,1
9565,20565,5/11/1944,130000,3,Bachelors,Management,4,0-1 Miles,71,0
9566,20566,2/11/1945,110000,3,Bachelors,Management,4,5-10 Miles,70,0
9567,20567,8/15/1945,130000,4,Partial College,Professional,4,5-10 Miles,70,1
9568,20568,6/18/1946,90000,5,Partial College,Professional,2,2-5 Miles,69,0
9569,20569,11/19/1946,130000,4,Partial College,Professional,4,5-10 Miles,68,1
9570,20570,8/11/1946,130000,4,Partial College,Professional,4,0-1 Miles,69,0
9571,20571,10/12/1946,170000,4,Bachelors,Management,4,0-1 Miles,68,0
9572,20572,7/24/1953,80000,4,Partial College,Professional,2,10+ Miles,62,0
9573,20573,5/24/1953,90000,4,Partial College,Professional,1,10+ Miles,62,1
9574,20574,11/14/1954,130000,3,Partial College,Professional,4,0-1 Miles,60,0
9575,20575,3/15/1954,130000,4,High School,Professional,2,10+ Miles,61,1
9576,20576,6/26/1954,130000,4,High School,Professional,2,0-1 Miles,61,1
9577,20577,11/27/1954,130000,4,High School,Professional,2,0-1 Miles,60,1
9578,20578,3/1/1953,100000,3,Bachelors,Management,3,2-5 Miles,62,0
9579,20579,9/2/1953,100000,3,Partial College,Professional,4,2-5 Miles,62,0
9580,20580,3/15/1952,80000,4,Partial College,Professional,2,10+ Miles,63,0
9581,20581,11/15/1952,80000,4,Partial College,Professional,2,2-5 Miles,62,1
9582,20582,11/6/1952,80000,4,High School,Professional,2,10+ Miles,62,0
9583,20583,9/20/1951,90000,4,High School,Professional,2,10+ Miles,63,0
9584,20584,4/26/1951,110000,4,Partial College,Professional,2,10+ Miles,64,1
9585,20585,5/19/1951,130000,4,High School,Professional,3,10+ Miles,64,0
9586,20586,10/17/1950,90000,4,High School,Management,3,10+ Miles,64,0
9587,20587,10/27/1950,100000,3,Partial College,Management,4,5-10 Miles,64,1
9588,20588,3/25/1950,150000,4,Partial College,Management,4,0-1 Miles,65,0
9589,20589,11/27/1949,80000,5,High School,Management,3,5-10 Miles,65,1
9590,20590,3/19/1949,100000,3,Partial College,Management,4,10+ Miles,66,1
9591,20591,3/16/1949,120000,4,High School,Management,3,10+ Miles,66,0
9592,20592,9/21/1949,160000,4,High School,Management,4,10+ Miles,65,1
9593,20593,10/23/1948,80000,5,High School,Management,4,10+ Miles,66,0
9594,20594,3/23/1948,80000,5,High School,Management,4,10+ Miles,67,0
9595,20595,5/2/1948,80000,5,High School,Management,4,10+ Miles,67,0
9596,20596,8/17/1948,130000,5,Bachelors,Professional,4,0-1 Miles,67,0
9597,20597,10/26/1947,90000,5,Partial High School,Skilled Manual,2,5-10 Miles,67,0
9598,20598,5/21/1947,100000,3,Partial High School,Professional,0,10+ Miles,68,1
9599,20599,6/12/1947,120000,5,High School,Management,4,10+ Miles,68,0
9600,20600,1/28/1975,70000,0,Bachelors,Professional,2,5-10 Miles,40,1
9601,20601,4/8/1976,70000,0,Bachelors,Professional,3,10+ Miles,39,0
9602,20602,8/27/1976,70000,0,Bachelors,Professional,3,10+ Miles,39,0
9603,20603,1/3/1976,70000,0,Bachelors,Professional,3,10+ Miles,39,0
9604,20604,4/13/1974,60000,0,Bachelors,Professional,4,2-5 Miles,41,0
9605,20605,2/3/1975,80000,0,Bachelors,Professional,3,10+ Miles,40,0
9606,20606,7/26/1974,70000,0,Bachelors,Professional,4,10+ Miles,41,1
9607,20607,10/19/1974,80000,0,Bachelors,Professional,3,10+ Miles,40,0
9608,20608,11/18/1973,100000,0,High School,Management,2,10+ Miles,41,1
9609,20609,4/5/1973,100000,0,High School,Management,2,10+ Miles,42,1
9610,20610,3/10/1973,110000,0,Partial College,Management,3,10+ Miles,42,1
9611,20611,10/19/1973,110000,0,Partial College,Management,3,10+ Miles,41,1
9612,20612,5/1/1973,110000,0,Partial College,Management,3,10+ Miles,42,1
9613,20613,10/14/1973,110000,0,Partial College,Management,3,10+ Miles,41,1
9614,20614,7/5/1973,110000,0,Partial College,Management,3,10+ Miles,42,1
9615,20615,10/21/1973,110000,0,Partial College,Management,3,10+ Miles,41,1
9616,20616,2/12/1973,120000,0,Partial High School,Professional,4,10+ Miles,42,1
9617,20617,5/28/1972,100000,0,High School,Management,3,10+ Miles,43,1
9618,20618,7/15/1971,80000,0,Bachelors,Professional,4,10+ Miles,44,0
9619,20619,5/11/1971,80000,0,Bachelors,Professional,4,10+ Miles,44,0
9620,20620,2/4/1971,90000,0,Bachelors,Professional,3,10+ Miles,44,1
9621,20621,2/6/1972,120000,0,Partial High School,Professional,4,10+ Miles,43,1
9622,20622,7/3/1972,120000,0,Partial High School,Professional,4,10+ Miles,43,1
9623,20623,6/1/1972,130000,4,High School,Management,4,0-1 Miles,43,1
9624,20624,4/15/1971,100000,0,High School,Management,3,10+ Miles,44,1
9625,20625,5/13/1971,100000,0,High School,Management,3,10+ Miles,44,1
9626,20626,2/14/1971,100000,0,High School,Management,4,10+ Miles,44,1
9627,20627,4/2/1970,110000,0,High School,Management,4,10+ Miles,45,1
9628,20628,11/25/1970,120000,0,Partial High School,Professional,4,10+ Miles,44,1
9629,20629,3/2/1970,120000,0,Partial High School,Professional,4,10+ Miles,45,1
9630,20630,3/15/1970,130000,5,High School,Management,4,0-1 Miles,45,0
9631,20631,10/16/1970,130000,5,Bachelors,Professional,4,0-1 Miles,44,0
9632,20632,8/5/1964,80000,4,Partial College,Professional,1,2-5 Miles,51,0
9633,20633,2/8/1964,90000,5,Partial College,Professional,3,2-5 Miles,51,0
9634,20634,8/7/1964,100000,5,Partial College,Professional,0,2-5 Miles,51,0
9635,20635,5/9/1964,110000,3,Bachelors,Management,4,1-2 Miles,51,0
9636,20636,5/4/1964,130000,3,Bachelors,Management,3,1-2 Miles,51,0
9637,20637,6/10/1956,70000,3,Partial College,Professional,1,5-10 Miles,59,0
9638,20638,8/11/1956,80000,3,Partial College,Professional,2,2-5 Miles,59,1
9639,20639,6/19/1956,80000,3,Partial College,Professional,0,0-1 Miles,59,1
9640,20640,6/1/1956,90000,2,Partial College,Professional,0,5-10 Miles,59,1
9641,20641,2/23/1956,90000,2,Partial College,Professional,0,5-10 Miles,59,1
9642,20642,11/4/1956,90000,2,Partial College,Professional,1,5-10 Miles,58,1
9643,20643,1/15/1934,90000,4,Bachelors,Management,1,10+ Miles,81,0
9644,20644,2/17/1934,130000,1,Graduate Degree,Management,3,0-1 Miles,81,1
9645,20645,3/7/1972,60000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,43,1
9646,20646,5/24/1972,60000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,43,1
9647,20647,1/15/1972,60000,1,Graduate Degree,Professional,0,2-5 Miles,43,1
9648,20648,12/2/1972,70000,1,Graduate Degree,Professional,0,0-1 Miles,42,1
9649,20649,6/13/1972,70000,2,Graduate Degree,Professional,0,2-5 Miles,43,1
9650,20650,1/24/1970,50000,1,Bachelors,Skilled Manual,0,0-1 Miles,45,1
9651,20651,8/23/1970,50000,1,Bachelors,Skilled Manual,0,0-1 Miles,45,1
9652,20652,1/6/1970,50000,1,Bachelors,Skilled Manual,0,2-5 Miles,45,1
9653,20653,3/4/1970,50000,1,Bachelors,Skilled Manual,0,0-1 Miles,45,1
9654,20654,5/7/1970,50000,1,Bachelors,Skilled Manual,0,2-5 Miles,45,1
9655,20655,2/5/1970,50000,1,Bachelors,Skilled Manual,1,0-1 Miles,45,0
9656,20656,4/21/1970,60000,1,Graduate Degree,Professional,0,2-5 Miles,45,1
9657,20657,6/25/1969,50000,2,Bachelors,Skilled Manual,0,2-5 Miles,46,1
9658,20658,2/12/1971,70000,2,Graduate Degree,Professional,0,0-1 Miles,44,1
9659,20659,3/7/1971,70000,3,Graduate Degree,Professional,0,0-1 Miles,44,1
9660,20660,10/19/1969,60000,1,Graduate Degree,Professional,0,0-1 Miles,45,1
9661,20661,10/7/1969,60000,1,Graduate Degree,Professional,0,0-1 Miles,45,1
9662,20662,12/14/1968,70000,2,Bachelors,Skilled Manual,0,2-5 Miles,46,1
9663,20663,9/6/1968,70000,2,Bachelors,Skilled Manual,0,0-1 Miles,47,1
9664,20664,5/23/1968,70000,2,Bachelors,Skilled Manual,1,2-5 Miles,47,1
9665,20665,8/21/1968,70000,2,Bachelors,Skilled Manual,1,2-5 Miles,47,1
9666,20666,10/7/1968,70000,2,Bachelors,Skilled Manual,1,2-5 Miles,46,1
9667,20667,12/27/1968,70000,2,Bachelors,Skilled Manual,1,2-5 Miles,46,1
9668,20668,10/7/1968,70000,2,Bachelors,Skilled Manual,1,0-1 Miles,46,1
9669,20669,4/7/1967,40000,0,Bachelors,Professional,1,2-5 Miles,48,1
9670,20670,3/12/1970,60000,1,Graduate Degree,Professional,0,0-1 Miles,45,1
9671,20671,2/13/1970,70000,4,Graduate Degree,Professional,0,2-5 Miles,45,1
9672,20672,3/7/1970,70000,4,Graduate Degree,Professional,0,2-5 Miles,45,1
9673,20673,10/23/1970,70000,4,Graduate Degree,Professional,0,0-1 Miles,44,1
9674,20674,2/26/1967,50000,2,Bachelors,Skilled Manual,1,0-1 Miles,48,1
9675,20675,11/2/1967,50000,2,Bachelors,Skilled Manual,1,0-1 Miles,47,1
9676,20676,9/21/1966,60000,3,Bachelors,Skilled Manual,0,2-5 Miles,48,0
9677,20677,8/13/1966,60000,3,Bachelors,Skilled Manual,0,2-5 Miles,49,1
9678,20678,3/27/1966,60000,3,Bachelors,Skilled Manual,1,2-5 Miles,49,1
9679,20679,5/14/1966,60000,0,Graduate Degree,Professional,0,2-5 Miles,49,0
9680,20680,7/19/1966,60000,0,Graduate Degree,Professional,0,2-5 Miles,49,1
9681,20681,4/28/1969,70000,5,Graduate Degree,Professional,2,2-5 Miles,46,0
9682,20682,10/16/1969,80000,2,Graduate Degree,Professional,0,0-1 Miles,45,1
9683,20683,8/21/1969,80000,3,Graduate Degree,Professional,0,0-1 Miles,46,1
9684,20684,1/28/1969,80000,3,Graduate Degree,Professional,0,0-1 Miles,46,1
9685,20685,1/1/1965,40000,0,Bachelors,Professional,1,0-1 Miles,50,1
9686,20686,4/7/1965,40000,0,Bachelors,Professional,1,2-5 Miles,50,1
9687,20687,2/4/1965,40000,0,Bachelors,Professional,1,2-5 Miles,50,0
9688,20688,9/11/1965,50000,3,Bachelors,Skilled Manual,1,2-5 Miles,50,0
9689,20689,7/8/1965,50000,3,Bachelors,Skilled Manual,2,2-5 Miles,50,0
9690,20690,11/4/1965,50000,3,Bachelors,Skilled Manual,2,2-5 Miles,49,0
9691,20691,2/14/1965,60000,0,Graduate Degree,Professional,0,0-1 Miles,50,0
9692,20692,12/6/1965,60000,0,Graduate Degree,Professional,0,0-1 Miles,49,0
9693,20693,9/10/1965,60000,0,Graduate Degree,Professional,1,0-1 Miles,50,1
9694,20694,4/12/1964,60000,4,Bachelors,Skilled Manual,2,2-5 Miles,51,0
9695,20695,2/8/1964,60000,4,Bachelors,Skilled Manual,2,2-5 Miles,51,0
9696,20696,6/21/1964,60000,4,Bachelors,Skilled Manual,2,0-1 Miles,51,0
9697,20697,12/26/1964,60000,4,Bachelors,Skilled Manual,3,10+ Miles,50,0
9698,20698,3/19/1964,60000,4,Bachelors,Skilled Manual,3,5-10 Miles,51,0
9699,20699,2/13/1964,60000,4,Bachelors,Skilled Manual,2,0-1 Miles,51,1
9700,20700,8/2/1964,60000,4,Bachelors,Skilled Manual,2,2-5 Miles,51,1
9701,20701,7/23/1964,60000,4,Bachelors,Skilled Manual,2,0-1 Miles,51,1
9702,20702,9/8/1963,70000,4,Bachelors,Skilled Manual,2,0-1 Miles,52,1
9703,20703,5/26/1963,70000,4,Bachelors,Professional,2,2-5 Miles,52,1
9704,20704,2/21/1963,70000,4,Bachelors,Professional,2,2-5 Miles,52,0
9705,20705,9/2/1968,70000,0,Bachelors,Professional,1,0-1 Miles,47,0
9706,20706,3/18/1968,70000,0,Bachelors,Professional,1,2-5 Miles,47,1
9707,20707,1/8/1968,70000,0,Bachelors,Professional,1,2-5 Miles,47,1
9708,20708,9/10/1963,70000,4,Bachelors,Professional,3,2-5 Miles,52,1
9709,20709,6/12/1963,70000,0,Bachelors,Professional,1,0-1 Miles,52,1
9710,20710,11/8/1974,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,40,1
9711,20711,1/5/1974,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,41,1
9712,20712,7/21/1974,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,41,1
9713,20713,9/16/1972,10000,0,Partial High School,Manual,2,1-2 Miles,42,1
9714,20714,7/16/1972,20000,0,Partial High School,Manual,2,0-1 Miles,43,0
9715,20715,6/22/1972,20000,0,Partial High School,Manual,2,0-1 Miles,43,0
9716,20716,9/13/1973,40000,1,Bachelors,Skilled Manual,1,0-1 Miles,41,1
9717,20717,3/6/1973,40000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,42,1
9718,20718,12/24/1972,30000,0,High School,Manual,1,2-5 Miles,42,1
9719,20719,8/20/1972,30000,0,High School,Manual,1,1-2 Miles,43,1
9720,20720,7/4/1972,30000,0,High School,Manual,1,2-5 Miles,43,1
9721,20721,7/9/1971,10000,0,Partial High School,Manual,2,1-2 Miles,44,0
9722,20722,4/24/1972,40000,2,Partial College,Clerical,0,1-2 Miles,43,1
9723,20723,12/26/1971,20000,0,Partial High School,Manual,2,1-2 Miles,43,0
9724,20724,1/8/1971,20000,0,Partial High School,Manual,2,1-2 Miles,44,0
9725,20725,4/4/1971,20000,0,Partial High School,Manual,2,1-2 Miles,44,0
9726,20726,8/18/1971,30000,0,High School,Manual,1,2-5 Miles,44,1
9727,20727,1/13/1970,40000,2,Partial College,Clerical,0,0-1 Miles,45,0
9728,20728,12/14/1970,40000,2,Partial College,Clerical,0,1-2 Miles,44,1
9729,20729,10/20/1971,40000,2,Partial College,Clerical,1,0-1 Miles,43,0
9730,20730,6/15/1971,40000,2,Partial College,Clerical,2,1-2 Miles,44,0
9731,20731,6/14/1970,50000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,45,0
9732,20732,3/25/1975,40000,3,Partial College,Clerical,0,0-1 Miles,40,0
9733,20733,12/7/1974,40000,3,Partial College,Clerical,2,0-1 Miles,40,0
9734,20734,7/17/1974,50000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,41,0
9735,20735,10/23/1974,50000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,40,1
9736,20736,6/13/1975,40000,4,Partial College,Clerical,1,1-2 Miles,40,1
9737,20737,7/3/1929,20000,2,Partial College,Clerical,2,1-2 Miles,86,0
9738,20738,7/22/1966,60000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,49,0
9739,20739,9/24/1953,10000,2,High School,Manual,2,1-2 Miles,61,0
9740,20740,6/9/1953,10000,2,High School,Manual,2,0-1 Miles,62,0
9741,20741,9/26/1953,20000,2,High School,Manual,2,1-2 Miles,61,0
9742,20742,2/17/1953,20000,2,High School,Manual,2,0-1 Miles,62,0
9743,20743,7/14/1953,20000,2,High School,Manual,2,0-1 Miles,62,0
9744,20744,3/1/1953,20000,2,High School,Manual,2,0-1 Miles,62,1
9745,20745,6/4/1954,20000,2,Partial High School,Manual,2,1-2 Miles,61,0
9746,20746,2/27/1954,20000,2,Partial High School,Manual,2,1-2 Miles,61,0
9747,20747,11/25/1954,20000,3,Partial High School,Clerical,2,0-1 Miles,60,0
9748,20748,10/5/1954,20000,3,Partial High School,Clerical,2,1-2 Miles,60,0
9749,20749,4/15/1954,30000,1,High School,Clerical,1,2-5 Miles,61,1
9750,20750,9/26/1954,40000,1,Partial College,Clerical,1,0-1 Miles,60,1
9751,20751,10/20/1955,30000,1,High School,Clerical,2,1-2 Miles,59,1
9752,20752,9/15/1955,30000,1,High School,Clerical,2,0-1 Miles,59,0
9753,20753,11/22/1955,30000,1,High School,Clerical,2,1-2 Miles,59,1
9754,20754,5/12/1955,30000,2,High School,Skilled Manual,2,1-2 Miles,60,0
9755,20755,6/4/1955,40000,1,Partial College,Clerical,1,0-1 Miles,60,1
9756,20756,1/25/1956,30000,2,High School,Skilled Manual,2,0-1 Miles,59,0
9757,20757,6/17/1956,30000,2,High School,Skilled Manual,2,0-1 Miles,59,0
9758,20758,3/5/1956,30000,2,High School,Skilled Manual,2,1-2 Miles,59,0
9759,20759,5/20/1956,40000,1,Partial College,Clerical,1,0-1 Miles,59,0
9760,20760,9/19/1956,40000,1,Partial College,Clerical,1,1-2 Miles,58,0
9761,20761,11/12/1956,40000,1,Partial College,Clerical,1,1-2 Miles,58,0
9762,20762,10/12/1957,30000,2,High School,Skilled Manual,2,1-2 Miles,57,0
9763,20763,8/13/1957,30000,2,High School,Skilled Manual,2,1-2 Miles,58,0
9764,20764,1/16/1957,30000,2,High School,Skilled Manual,2,0-1 Miles,58,0
9765,20765,5/19/1957,40000,1,Partial College,Clerical,1,1-2 Miles,58,1
9766,20766,4/10/1958,40000,2,Partial College,Clerical,1,0-1 Miles,57,0
9767,20767,9/23/1958,40000,2,Partial College,Clerical,1,1-2 Miles,56,1
9768,20768,2/24/1958,40000,2,Partial College,Clerical,1,1-2 Miles,57,1
9769,20769,4/3/1958,40000,2,Partial College,Clerical,1,0-1 Miles,57,0
9770,20770,5/14/1958,80000,5,Graduate Degree,Skilled Manual,0,1-2 Miles,57,0
9771,20771,12/15/1958,80000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,56,0
9772,20772,4/8/1958,80000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,57,0
9773,20773,3/8/1958,80000,4,Graduate Degree,Skilled Manual,0,0-1 Miles,57,0
9774,20774,7/7/1958,80000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,57,0
9775,20775,6/24/1959,40000,2,Partial College,Clerical,1,0-1 Miles,56,0
9776,20776,10/11/1959,40000,2,Partial College,Clerical,1,0-1 Miles,55,0
9777,20777,10/8/1959,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,55,0
9778,20778,10/4/1959,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,55,0
9779,20779,8/8/1959,60000,4,Graduate Degree,Skilled Manual,0,0-1 Miles,56,0
9780,20780,1/23/1959,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,56,0
9781,20781,10/11/1959,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,55,0
9782,20782,5/7/1959,60000,4,Graduate Degree,Skilled Manual,0,0-1 Miles,56,1
9783,20783,3/17/1959,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,56,0
9784,20784,2/21/1959,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,56,0
9785,20785,2/21/1972,50000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,43,1
9786,20786,11/20/1972,50000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
9787,20787,8/3/1973,40000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,42,1
9788,20788,7/16/1973,40000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,0
9789,20789,7/15/1973,40000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
9790,20790,6/6/1973,40000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,0
9791,20791,2/5/1973,40000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,0
9792,20792,7/4/1971,60000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,44,0
9793,20793,10/4/1970,10000,0,Graduate Degree,Manual,0,0-1 Miles,44,1
9794,20794,2/8/1962,10000,1,Graduate Degree,Manual,0,0-1 Miles,53,0
9795,20795,5/18/1962,10000,1,Graduate Degree,Manual,0,0-1 Miles,53,0
9796,20796,8/16/1961,10000,1,Bachelors,Manual,0,0-1 Miles,54,0
9797,20797,8/22/1958,10000,1,Bachelors,Manual,0,0-1 Miles,57,0
9798,20798,9/4/1958,10000,1,Bachelors,Manual,0,0-1 Miles,57,0
9799,20799,8/24/1958,20000,1,Graduate Degree,Clerical,0,0-1 Miles,57,0
9800,20800,11/16/1957,10000,1,Bachelors,Manual,0,0-1 Miles,57,0
9801,20801,11/24/1957,10000,1,Partial College,Manual,0,0-1 Miles,57,0
9802,20802,2/24/1957,10000,2,Partial College,Manual,0,0-1 Miles,58,0
9803,20803,2/16/1956,10000,2,Partial College,Manual,0,0-1 Miles,59,0
9804,20804,11/11/1955,10000,2,Partial College,Manual,0,0-1 Miles,59,0
9805,20805,9/12/1955,10000,2,Partial College,Manual,0,0-1 Miles,60,0
9806,20806,2/26/1955,10000,2,Partial College,Manual,0,0-1 Miles,60,0
9807,20807,7/3/1955,10000,2,Partial College,Manual,1,0-1 Miles,60,1
9808,20808,5/18/1955,10000,2,Partial College,Manual,1,0-1 Miles,60,1
9809,20809,5/13/1954,10000,2,Partial College,Manual,1,2-5 Miles,61,0
9810,20810,12/23/1941,10000,2,Partial College,Manual,1,0-1 Miles,73,0
